"nba_year","nba_draft_Rk","nba_draft_Player","nba_draft_Pk","nba_draft_Tm","nba_draft_College","nba_draft_Yrs","nba_draft_ttl_G","nba_draft_ttl_MP","nba_draft_ttl_PTS","nba_draft_ttl_TRB","nba_draft_ttl_AST","nba_draft_FG","nba_draft__3P","nba_draft_FT","nba_draft_per_MP","nba_draft_per_PTS","nba_draft_per_TRB","nba_draft_per_AST","nba_draft_WS","nba_draft_WS48","nba_draft_BPM","nba_draft_VORP"
"1957","16","Dick O'Neal","16","BOS","TCU","","","","","","","","","","","","","","","","",""
"1957","17","Jerry Paulson","17","CIN","Manhattan College","1","6","68","20","10","4",".348","",".667","11.3","3.3","1.7","0.7","0.0",".016","",""
"1957","18","Bill Ebben","18","DET","Detroit Mercy","1","8","50","15","8","4",".214","",".750","6.3","1.9","1.0","0.5","-0.2","-.233","",""
"1957","19","Jim Spivey","19","MNL","Southeastern Oklahoma State University","","","","","","","","","","","","","","","","",""
"1957","20","John Smyth","20","STL","Notre Dame","","","","","","","","","","","","","","","","",""
"1957","21","Gary Clark","21","NYK","Syracuse","","","","","","","","","","","","","","","","",""
"1957","22","Angelo Lombardo","22","PHW","Manhattan College","","","","","","","","","","","","","","","","",""
"1957","23","Vince Cohen","23","SYR","Syracuse","","","","","","","","","","","","","","","","",""
"1957","24","Chuck Schramm","24","BOS","Western Illinois University","","","","","","","","","","","","","","","","",""
"1957","25","Jed Dormeyer","25","CIN","Minnesota","","","","","","","","","","","","","","","","",""
"1957","26","Kurt Englebert","26","DET","Saint Joseph's","","","","","","","","","","","","","","","","",""
"1957","27","George Brown","27","MNL","Wayne State University","1","1","6","1","1","0",".000","",".500","6.0","1.0","1.0","0.0","0.0","-.308","",""
"1957","28","Hank Nowak","28","STL","Canisius","","","","","","","","","","","","","","","","",""
"1957","29","Rayford Wells","29","NYK","Lenoir-Rhyne College","","","","","","","","","","","","","","","","",""
"1957","30","Ray Radziszewski","30","PHW","Saint Joseph's","1","1","6","0","2","1",".000","","","6.0","0.0","2.0","1.0","-0.1","-.496","",""
"1957","31","Jerry Mallett","31","SYR","Baylor","","","","","","","","","","","","","","","","",""
"1957","32","Jim Ashmore","32","BOS","Mississippi State","","","","","","","","","","","","","","","","",""
"1957","33","Stewart Murray","33","CIN","Lafayette College","","","","","","","","","","","","","","","","",""
"1957","34","Ron Kramer","34","DET","Michigan","","","","","","","","","","","","","","","","",""
"1957","35","Gary Thompson","35","MNL","Iowa State","","","","","","","","","","","","","","","","",""
"1957","36","Al Rochelle","36","STL","Vanderbilt","","","","","","","","","","","","","","","","",""
"1957","37","Lee Marshall","37","NYK","Washington & Lee University","","","","","","","","","","","","","","","","",""
"1957","38","Jim Radcliffe","38","PHW","Lafayette College","","","","","","","","","","","","","","","","",""
"1957","39","Frank Nimmo","39","SYR","Cincinnati","","","","","","","","","","","","","","","","",""
"1957","40","Grady Wallace","40","BOS","South Carolina","","","","","","","","","","","","","","","","",""
"1957","41","John Maglio","41","CIN","NC State","","","","","","","","","","","","","","","","",""
"1957","42","Walt Acamushko","42","DET","St. Francis College","","","","","","","","","","","","","","","","",""
"1957","43","Phil Murrell","43","MNL","Drake University","","","","","","","","","","","","","","","","",""
"1957","44","Raymond Downs","44","STL","Texas","","","","","","","","","","","","","","","","",""
"1957","45","Jim Humphreys","45","NYK","Saint Michael's College","","","","","","","","","","","","","","","","",""
"1957","46","Alonzo Lewis","46","PHW","La Salle","","","","","","","","","","","","","","","","",""
"1957","47","Lyndon Lee","47","SYR","Oklahoma City University","","","","","","","","","","","","","","","","",""
"1957","48","Maurice King","48","BOS","Kansas","2","38","973","226","106","144",".398","",".800","25.6","5.9","2.8","3.8","0.0",".000","",""
"1957","49","Chet Forte","49","CIN","Columbia University","","","","","","","","","","","","","","","","",""
"1957","50","Carl Boldt","50","DET","San Francisco","","","","","","","","","","","","","","","","",""
"1957","51","George Ferguson","51","MNL","Michigan","","","","","","","","","","","","","","","","",""
"1957","52","Mason Pope","52","STL","Kentucky Wesleyan College","","","","","","","","","","","","","","","","",""
"1957","53","Max Jameson","53","PHW","Kentucky State University","","","","","","","","","","","","","","","","",""
"1957","54","Dick Gaines","54","SYR","Seton Hall","","","","","","","","","","","","","","","","",""
"1957","55","Dick Brott","55","BOS","Denver","","","","","","","","","","","","","","","","",""
"1957","56","Bob Daniels","56","CIN","Western Kentucky","","","","","","","","","","","","","","","","",""
"1957","57","Doug Bolstorff","57","DET","Minnesota","1","3","21","4","0","0",".400","","","7.0","1.3","0.0","0.0","0.0","-.004","",""
"1957","58","John Haaven","58","MNL","University of North Dakota","","","","","","","","","","","","","","","","",""
"1957","59","Bill Darragh","59","STL","Louisville","","","","","","","","","","","","","","","","",""
"1957","60","Woody Sauldsberry","60","PHW","Texas Southern","7","462","12788","4930","3618","498",".348","",".610","27.7","10.7","7.8","1.1","-7.9","-.030","",""
"1957","61","Cebe Price","61","SYR","Marshall","","","","","","","","","","","","","","","","",""
"1957","62","Bill Von Weyhe","62","BOS","Rhode Island","","","","","","","","","","","","","","","","",""
"1957","63","Dick Heise","63","CIN","DePaul","","","","","","","","","","","","","","","","",""
"1957","64","Bob Lazor","64","DET","Pitt","","","","","","","","","","","","","","","","",""
"1957","65","Jim Sutton","65","MNL","North Dakota State University","","","","","","","","","","","","","","","","",""
"1957","66","Calvin Grosscup","66","STL","Tulane","","","","","","","","","","","","","","","","",""
"1957","67","Steve Hamilton","67","PHW","Morehead State University","2","82","1094","368","278","43",".372","",".697","13.3","4.5","3.4","0.5","0.9",".040","",""
"1957","68","Jim Brown","68","SYR","Syracuse","","","","","","","","","","","","","","","","",""
"1957","69","Joe Gibbon","69","BOS","Ole Miss","","","","","","","","","","","","","","","","",""
"1957","70","Mel Wright","70","CIN","Oklahoma State","","","","","","","","","","","","","","","","",""
"1957","71","Gordon Fosness","71","MNL","Dakota Wesleyan University","","","","","","","","","","","","","","","","",""
"1957","72","Bobby Mills","72","STL","SMU","","","","","","","","","","","","","","","","",""
"1957","73","Jerry Calvert","73","PHW","Kentucky","","","","","","","","","","","","","","","","",""
"1957","74","Jack Nichols","74","SYR","Colgate","","","","","","","","","","","","","","","","",""
"1957","75","Jack Butcher","75","BOS","Memphis","","","","","","","","","","","","","","","","",""
"1957","76","Cliff Hafer","76","CIN","NC State","","","","","","","","","","","","","","","","",""
"1957","77","Gerald Dreier","77","STL","Macalester College","","","","","","","","","","","","","","","","",""
"1957","78","Dick Neal","78","BOS","Indiana","","","","","","","","","","","","","","","","",""
"1957","79","Jim Boothe","79","CIN","Xavier","","","","","","","","","","","","","","","","",""
"1957","80","Bob Seitz","80","STL","NC State","","","","","","","","","","","","","","","","",""
"1957","81","Jim Weeks","81","SYR","New York Institute of Technology","","","","","","","","","","","","","","","","",""
"1957","82","Ed Romanoff","82","STL","Oregon","","","","","","","","","","","","","","","","",""
"1957","83","Lavelle Langston","83","STL","Northwestern State University","","","","","","","","","","","","","","","","",""
"1957","84","Dan Tobin","","BOS","Florida Southern College","","","","","","","","","","","","","","","","",""
"1957","85","Jerry Gibson","","PHW","","","","","","","","","","","","","","","","","",""
"1958","1","Guy Rodgers","","PHW","Temple","12","892","28663","10415","3791","6917",".378","",".721","32.1","11.7","4.3","7.8","33.3",".056","",""
"1958","2","Elgin Baylor","1","MNL","Seattle University","14","846","33863","23149","11463","3650",".431","",".780","40.0","27.4","13.5","4.3","104.2",".148","",""
"1958","3","Archie Dees","2","CIN","Indiana","4","190","3092","1548","907","132",".402","",".794","16.3","8.1","4.8","0.7","4.8",".074","",""
"1958","4","Mike Farmer","3","NYK","San Francisco","7","423","8818","2816","1950","550",".393","",".814","20.8","6.7","4.6","1.3","6.3",".035","",""
"1958","5","Pete Brennan","4","NYK","UNC","1","16","136","40","31","6",".302","",".560","8.5","2.5","1.9","0.4","-0.1","-.030","",""
"1958","6","Connie Dierking","5","SYR","Cincinnati","10","706","15474","7094","4757","1053",".417","",".697","21.9","10.0","6.7","1.5","13.3",".041","",""
"1958","7","Dave Gambee","6","STL","Oregon State","12","750","14665","7935","3891","757",".420","",".822","19.6","10.6","5.2","1.0","35.1",".115","",""
"1958","8","Bennie Swain","7","BOS","Texas Southern","1","58","708","265","262","29",".406","",".609","12.2","4.6","4.5","0.5","1.9",".128","",""
"1958","9","Steve Hamilton","8","MNL","Morehead State University","2","82","1094","368","278","43",".372","",".697","13.3","4.5","3.4","0.5","0.9",".040","",""
"1958","10","Vern Hatton","9","CIN","Kentucky","4","225","3666","1244","531","310",".344","",".735","16.3","5.5","2.4","1.4","0.3",".003","",""
"1958","11","Barney Cable","10","DET","Bradley","6","362","6817","2372","1884","381",".420","",".665","18.8","6.6","5.2","1.1","6.5",".046","",""
"1958","12","Joe Quigg","11","NYK","UNC","","","","","","","","","","","","","","","","",""
"1958","13","Lamar Sharrar","12","PHW","West Virginia","","","","","","","","","","","","","","","","",""
"1958","14","Hal Greer","13","SYR","Marshall","15","1122","39788","21586","5665","4540",".452","",".801","35.5","19.2","5.0","4.0","102.7",".124","",""
"1958","15","Hub Reed","14","STL","Oklahoma City University","7","479","7870","2618","2449","367",".436","",".724","16.4","5.5","5.1","0.8","9.3",".057","",""
"1958","16","Jimmy Smith","15","BOS","Franciscan University of Steubenville","","","","","","","","","","","","","","","","",""
"1958","17","Boo Ellis","16","MNL","Niagara University","2","118","1873","607","616","86",".402","",".695","15.9","5.1","5.2","0.7","3.1",".079","",""
"1958","18","Bucky Bockhorn","17","CIN","Dayton","7","474","14791","5430","2234","1645",".403","",".748","31.2","11.5","4.7","3.5","7.9",".026","",""
"1958","19","Roy DeWitz","18","DET","Kansas State","","","","","","","","","","","","","","","","",""
"1958","20","John Lee","19","NYK","Yale","","","","","","","","","","","","","","","","",""
"1958","21","Frank Howard","20","PHW","Ohio State","","","","","","","","","","","","","","","","",""
"1958","22","John Nacincik","21","SYR","Maryland","","","","","","","","","","","","","","","","",""
"1958","23","Wayne Embry","22","STL","Miami University","11","831","21763","10380","7544","1194",".440","",".640","26.2","12.5","9.1","1.4","37.8",".083","",""
"1958","24","Jim Cunningham","23","BOS","Fordham","","","","","","","","","","","","","","","","",""
"1958","25","George Kline","24","MNL","Minnesota","","","","","","","","","","","","","","","","",""
"1958","26","Phil Murrell","25","CIN","Drake University","","","","","","","","","","","","","","","","",""
"1958","27","Ralph Croswaite","26","DET","Western Kentucky","","","","","","","","","","","","","","","","",""
"1958","28","Johnny Cox","27","NYK","Kentucky","1","73","1685","573","280","142",".421","",".704","23.1","7.8","3.8","1.9","0.5",".015","",""
"1958","29","Temple Tucker","28","PHW","Rice University","","","","","","","","","","","","","","","","",""
"1958","30","Tommy Kearns","29","SYR","UNC","1","1","7","2","0","0","1.000","","","7.0","2.0","0.0","0.0","0.0",".230","",""
"1958","31","Julius Peques","30","STL","Pitt","","","","","","","","","","","","","","","","",""
"1958","32","Don Flora","31","BOS","Washington & Lee University","","","","","","","","","","","","","","","","",""
"1958","33","Quitman Sullins","32","MNL","Murray State","","","","","","","","","","","","","","","","",""
"1958","34","Jim Fulmer","33","CIN","Alabama","","","","","","","","","","","","","","","","",""
"1958","35","Hank Morano","34","DET","Saint Peter's College","","","","","","","","","","","","","","","","",""
"1958","36","Don Lane","35","NYK","Dayton","","","","","","","","","","","","","","","","",""
"1958","37","Don Ohl","36","PHW","Illinois","10","727","22413","11549","2163","2243",".434","",".732","30.8","15.9","3.0","3.1","30.2",".065","",""
"1958","38","Fred Grim","37","SYR","Arkansas","","","","","","","","","","","","","","","","",""
"1958","39","Rick Herrsher","38","STL","SMU","","","","","","","","","","","","","","","","",""
"1958","40","Gene Brown","39","BOS","San Francisco","","","","","","","","","","","","","","","","",""
"1958","41","Al Inniss","40","MNL","St. Francis College","","","","","","","","","","","","","","","","",""
"1958","42","Jim McClennan","41","CIN","Saint Francis University","","","","","","","","","","","","","","","","",""
"1958","43","Shellie McMillon","42","DET","Bradley","4","263","4977","2397","1571","232",".434","",".634","18.9","9.1","6.0","0.9","8.1",".078","",""
"1958","44","Joe King","43","NYK","Oklahoma","","","","","","","","","","","","","","","","",""
"1958","45","Bucky Allen","44","PHW","Duke","","","","","","","","","","","","","","","","",""
"1958","46","Jack Mimitz","45","SYR","Saint Louis","","","","","","","","","","","","","","","","",""
"1958","47","John Crawford","46","STL","Iowa State","","","","","","","","","","","","","","","","",""
"1958","48","Dave Keleher","47","BOS","Morehead State University","","","","","","","","","","","","","","","","",""
"1958","49","Jim Bond","48","MNL","Point Loma Nazarene","","","","","","","","","","","","","","","","",""
"1958","50","Wayne Stevens","49","CIN","Cincinnati","1","8","49","13","16","4",".158","",".700","6.1","1.6","2.0","0.5","-0.2","-.169","",""
"1958","51","Ed Blair","50","DET","Western Michigan","","","","","","","","","","","","","","","","",""
"1958","52","Owen Lawson","51","NYK","Western Kentucky","","","","","","","","","","","","","","","","",""
"1958","53","Jay Norman","52","PHW","Temple","","","","","","","","","","","","","","","","",""
"1958","54","Pete Tillotson","53","SYR","Michigan","","","","","","","","","","","","","","","","",""
